日期,大区,产品品类,产品名称,渠道类型,销量,销售额,营销费用
2026-04-04 17:27:05.365073016,华南大区,智能硬件,激光传感器,渠道分销,88,24231.19,2533.98
2026-04-04 19:51:58.943788760,华东大区,汽车零部件,液压底盘件,线下直销,34,37975.72,3174.1
2026-04-04 22:16:52.522504504,华东大区,智能硬件,智能手环V2,渠道分销,91,25622.9,2542.67
2026-04-05 00:41:46.101220240,华北大区,汽车零部件,精密齿轮,渠道分销,42,52448.41,4652.86
2026-04-05 03:06:39.679935984,华南大区,汽车零部件,精密齿轮,线上电商,81,104268.63,12976.54
2026-04-05 05:31:33.258651728,西部大区,汽车零部件,轻量化轮毂,线下直销,99,124776.57,14525.71
2026-04-05 07:56:26.837367472,华南大区,智能硬件,激光传感器,渠道分销,73,22797.01,2672.03
2026-04-05 10:21:20.416083216,华东大区,智能硬件,智能手环V2,线下直销,41,13480.07,1865.45
2026-04-05 12:46:13.994798960,华北大区,医疗耗材,高分子医用导管,渠道分销,92,13852.58,2075.44
2026-04-05 15:11:07.573514704,西部大区,医疗耗材,诊断试剂盒,线下直销,54,7589.55,716.86
2026-04-05 17:36:01.152230448,华南大区,汽车零部件,轻量化轮毂,线上电商,21,24562.15,2532.79
2026-04-05 20:00:54.730946192,华东大区,智能硬件,智能手环V2,线下直销,47,14265.98,1163.95
2026-04-05 22:25:48.309661928,华北大区,智能硬件,激光传感器,渠道分销,27,7514.09,1114.83
2026-04-06 00:50:41.888377672,华南大区,智能硬件,车载智能模块,渠道分销,84,24109.33,3405.7
2026-04-06 03:15:35.467093416,华南大区,智能硬件,智能手环V2,线上电商,15,4821.51,392.71
2026-04-06 05:40:29.045809160,华北大区,智能硬件,车载智能模块,渠道分销,42,12750.06,1894.86
2026-04-06 08:05:22.624524904,华东大区,汽车零部件,轻量化轮毂,线上电商,90,106326.21,12201.64
2026-04-06 10:30:16.203240648,华南大区,汽车零部件,液压底盘件,线下直销,10,12929.09,1609.45
2026-04-06 12:55:09.781956392,华东大区,智能硬件,车载智能模块,渠道分销,85,26797.22,3705.95
2026-04-06 15:20:03.360672136,华南大区,汽车零部件,液压底盘件,线上电商,27,29281.14,3589.09
2026-04-06 17:44:56.939387880,华东大区,汽车零部件,精密齿轮,渠道分销,93,112473.92,14834.62
2026-04-06 20:09:50.518103616,西部大区,汽车零部件,液压底盘件,线上电商,44,51900.77,6637.55
2026-04-06 22:34:44.096819360,华东大区,医疗耗材,高分子医用导管,线上电商,55,7570.18,977.2
2026-04-07 00:59:37.675535104,华东大区,智能硬件,车载智能模块,线下直销,60,17857.01,1503.36
2026-04-07 03:24:31.254250848,华南大区,医疗耗材,诊断试剂盒,线上电商,49,6869.68,963.3
2026-04-07 05:49:24.832966592,华东大区,智能硬件,激光传感器,线上电商,37,11388.77,918.74
2026-04-07 08:14:18.411682336,华东大区,智能硬件,智能手环V2,线上电商,10,2938.12,436.26
2026-04-07 10:39:11.990398080,华东大区,汽车零部件,轻量化轮毂,渠道分销,98,120652.7,15844.98
2026-04-07 13:04:05.569113824,华东大区,汽车零部件,液压底盘件,线上电商,42,46076.88,6207.22
2026-04-07 15:28:59.147829568,华东大区,智能硬件,智能手环V2,渠道分销,14,4027.63,475.85
2026-04-07 17:53:52.726545312,华南大区,智能硬件,激光传感器,线上电商,20,5656.11,468.49
2026-04-07 20:18:46.305261048,华南大区,医疗耗材,诊断试剂盒,渠道分销,65,10414.22,1464.13
2026-04-07 22:43:39.883976792,华东大区,医疗耗材,诊断试剂盒,线上电商,42,5676.94,808.07
2026-04-08 01:08:33.462692536,华东大区,汽车零部件,液压底盘件,渠道分销,25,30416.06,3168.24
2026-04-08 03:33:27.041408280,西部大区,智能硬件,车载智能模块,线下直销,58,16452.65,2073.87
2026-04-08 05:58:20.620124024,华北大区,医疗耗材,高分子医用导管,线上电商,39,5507.98,475.26
2026-04-08 08:23:14.198839768,华东大区,汽车零部件,轻量化轮毂,线下直销,55,61385.41,8118.99
2026-04-08 10:48:07.777555512,华东大区,汽车零部件,轻量化轮毂,渠道分销,98,126584.38,16771.35
2026-04-08 13:13:01.356271256,华东大区,智能硬件,智能手环V2,线上电商,87,27054.07,3241.33
2026-04-08 15:37:54.934987000,华东大区,汽车零部件,液压底盘件,线上电商,87,112889.25,12524.0
2026-04-08 18:02:48.513702736,华东大区,智能硬件,车载智能模块,线下直销,47,15457.68,1747.02
2026-04-08 20:27:42.092418480,华东大区,汽车零部件,液压底盘件,线下直销,16,20708.1,2612.59
2026-04-08 22:52:35.671134224,华东大区,智能硬件,智能手环V2,线上电商,68,19991.6,2281.41
2026-04-09 01:17:29.249849968,华东大区,智能硬件,车载智能模块,渠道分销,45,13338.14,1704.72
2026-04-09 03:42:22.828565712,华北大区,智能硬件,车载智能模块,渠道分销,73,23882.81,3020.59
2026-04-09 06:07:16.407281456,西部大区,汽车零部件,精密齿轮,线上电商,29,32124.97,3524.93
2026-04-09 08:32:09.985997200,华东大区,汽车零部件,精密齿轮,线上电商,58,72918.18,10858.27
2026-04-09 10:57:03.564712944,华东大区,汽车零部件,液压底盘件,线下直销,59,69548.33,6576.05
2026-04-09 13:21:57.143428688,华东大区,汽车零部件,精密齿轮,线上电商,84,104051.19,9105.57
2026-04-09 15:46:50.722144432,华北大区,汽车零部件,轻量化轮毂,渠道分销,33,36199.47,4604.61
2026-04-09 18:11:44.300860168,华东大区,医疗耗材,诊断试剂盒,渠道分销,80,12303.3,1034.65
2026-04-09 20:36:37.879575912,华东大区,汽车零部件,轻量化轮毂,线下直销,36,39074.84,3231.43
2026-04-09 23:01:31.458291656,西部大区,智能硬件,激光传感器,线下直销,26,7614.26,1099.15
2026-04-10 01:26:25.037007400,西部大区,智能硬件,激光传感器,线下直销,66,19321.57,2562.54
2026-04-10 03:51:18.615723144,华东大区,医疗耗材,诊断试剂盒,线上电商,70,11039.09,1269.65
2026-04-10 06:16:12.194438888,华东大区,汽车零部件,液压底盘件,线下直销,12,14276.39,2084.51
2026-04-10 08:41:05.773154632,华南大区,汽车零部件,轻量化轮毂,渠道分销,18,23719.43,2021.39
2026-04-10 11:05:59.351870376,华北大区,智能硬件,智能手环V2,渠道分销,90,26395.49,3879.5
2026-04-10 13:30:52.930586120,华南大区,医疗耗材,高分子医用导管,渠道分销,17,2299.17,225.56
2026-04-10 15:55:46.509301856,华东大区,汽车零部件,液压底盘件,线下直销,89,96240.0,8298.6
2026-04-10 18:20:40.088017600,西部大区,智能硬件,车载智能模块,线下直销,48,14979.09,1665.54
2026-04-10 20:45:33.666733344,华南大区,智能硬件,车载智能模块,线下直销,71,23326.05,2865.76
2026-04-10 23:10:27.245449088,华北大区,医疗耗材,高分子医用导管,线下直销,86,11962.08,1631.75
2026-04-11 01:35:20.824164832,华南大区,智能硬件,激光传感器,线下直销,92,30323.18,3804.39
2026-04-11 04:00:14.402880576,华东大区,汽车零部件,精密齿轮,线下直销,85,100932.0,14757.32
2026-04-11 06:25:07.981596320,华南大区,智能硬件,车载智能模块,渠道分销,91,25330.6,2130.54
2026-04-11 08:50:01.560312064,华南大区,智能硬件,激光传感器,渠道分销,94,30074.87,4121.5
2026-04-11 11:14:55.139027808,华东大区,医疗耗材,高分子医用导管,线上电商,82,11082.04,1569.22
2026-04-11 13:39:48.717743544,华东大区,医疗耗材,高分子医用导管,线下直销,40,6329.02,644.99
2026-04-11 16:04:42.296459288,华南大区,汽车零部件,液压底盘件,线下直销,99,116527.67,9419.87
2026-04-11 18:29:35.875175032,华南大区,智能硬件,车载智能模块,渠道分销,64,17700.18,2203.95
2026-04-11 20:54:29.453890776,华东大区,汽车零部件,精密齿轮,线下直销,29,36515.38,3315.72
2026-04-11 23:19:23.032606520,华东大区,汽车零部件,轻量化轮毂,线下直销,43,54598.05,6382.41
2026-04-12 01:44:16.611322264,华南大区,汽车零部件,轻量化轮毂,线下直销,75,90940.28,12456.58
2026-04-12 04:09:10.190038008,华东大区,智能硬件,激光传感器,线下直销,62,18534.49,1714.97
2026-04-12 06:34:03.768753752,华北大区,智能硬件,智能手环V2,渠道分销,94,28882.32,3933.73
2026-04-12 08:58:57.347469496,华东大区,智能硬件,车载智能模块,线上电商,97,27465.98,3757.13
2026-04-12 11:23:50.926185240,华东大区,汽车零部件,精密齿轮,线下直销,99,117633.65,9462.86
2026-04-12 13:48:44.504900976,华东大区,医疗耗材,高分子医用导管,线上电商,23,3562.79,456.96
2026-04-12 16:13:38.083616720,华南大区,智能硬件,激光传感器,渠道分销,26,7497.55,848.27
2026-04-12 18:38:31.662332464,华东大区,医疗耗材,诊断试剂盒,线上电商,45,7181.26,611.58
2026-04-12 21:03:25.241048208,华东大区,智能硬件,激光传感器,线下直销,23,6533.66,613.04
2026-04-12 23:28:18.819763952,华南大区,汽车零部件,轻量化轮毂,渠道分销,83,97924.9,8429.04
2026-04-13 01:53:12.398479696,华东大区,智能硬件,智能手环V2,渠道分销,41,11371.01,910.25
2026-04-13 04:18:05.977195440,华东大区,汽车零部件,精密齿轮,线上电商,26,29786.55,2638.06
2026-04-13 06:42:59.555911184,华东大区,医疗耗材,高分子医用导管,渠道分销,26,3749.5,490.73
2026-04-13 09:07:53.134626928,华北大区,医疗耗材,诊断试剂盒,渠道分销,24,3556.46,316.51
2026-04-13 11:32:46.713342664,华东大区,汽车零部件,液压底盘件,线下直销,65,78369.89,9597.61
2026-04-13 13:57:40.292058408,华东大区,智能硬件,车载智能模块,线上电商,11,3577.53,344.71
2026-04-13 16:22:33.870774152,华东大区,汽车零部件,精密齿轮,线下直销,60,67262.65,9418.03
2026-04-13 18:47:27.449489896,华东大区,智能硬件,激光传感器,线上电商,45,14608.77,1336.96
2026-04-13 21:12:21.028205640,华东大区,汽车零部件,精密齿轮,线上电商,49,56355.97,5079.04
2026-04-13 23:37:14.606921384,华东大区,智能硬件,激光传感器,线上电商,52,16234.94,2295.5
2026-04-14 02:02:08.185637128,华东大区,智能硬件,智能手环V2,线上电商,16,4918.34,674.4
2026-04-14 04:27:01.764352872,华东大区,汽车零部件,精密齿轮,线下直销,47,51900.29,5323.4
2026-04-14 06:51:55.343068616,华南大区,汽车零部件,轻量化轮毂,线下直销,20,22960.36,2092.39
2026-04-14 09:16:48.921784352,华东大区,医疗耗材,高分子医用导管,线上电商,97,15441.29,1964.92
2026-04-14 11:41:42.500500096,华东大区,智能硬件,车载智能模块,渠道分销,54,17581.94,1912.26
2026-04-14 14:06:36.079215840,华东大区,汽车零部件,液压底盘件,线上电商,73,83073.67,7063.63
2026-04-14 16:31:29.657931584,华东大区,医疗耗材,高分子医用导管,线上电商,46,7437.07,1094.33
2026-04-14 18:56:23.236647328,华南大区,医疗耗材,高分子医用导管,渠道分销,48,7894.47,864.19
2026-04-14 21:21:16.815363072,华东大区,智能硬件,智能手环V2,线上电商,90,27759.29,3771.73
2026-04-14 23:46:10.394078816,华北大区,智能硬件,激光传感器,线下直销,43,13336.24,1645.29
2026-04-15 02:11:03.972794560,华东大区,智能硬件,车载智能模块,渠道分销,47,13122.83,1896.54
2026-04-15 04:35:57.551510304,西部大区,汽车零部件,液压底盘件,渠道分销,97,105536.97,12042.99
2026-04-15 07:00:51.130226048,西部大区,医疗耗材,诊断试剂盒,渠道分销,90,13321.92,1909.5
2026-04-15 09:25:44.708941784,华北大区,汽车零部件,精密齿轮,线上电商,51,58885.64,7942.16
2026-04-15 11:50:38.287657528,华东大区,医疗耗材,高分子医用导管,渠道分销,85,11900.12,1504.62
2026-04-15 14:15:31.866373272,华东大区,汽车零部件,轻量化轮毂,渠道分销,75,91756.93,13009.8
2026-04-15 16:40:25.445089016,华东大区,智能硬件,智能手环V2,线下直销,67,18897.69,2191.28
2026-04-15 19:05:19.023804760,西部大区,汽车零部件,轻量化轮毂,线下直销,91,111999.95,9052.11
2026-04-15 21:30:12.602520504,华东大区,智能硬件,车载智能模块,渠道分销,19,5531.7,470.97
2026-04-15 23:55:06.181236248,华东大区,医疗耗材,诊断试剂盒,渠道分销,41,6415.37,943.94
2026-04-16 02:19:59.759951992,华南大区,智能硬件,激光传感器,线上电商,85,26000.97,3319.61
2026-04-16 04:44:53.338667736,华南大区,智能硬件,智能手环V2,线下直销,60,17912.23,2322.63
2026-04-16 07:09:46.917383472,华东大区,医疗耗材,高分子医用导管,渠道分销,14,1923.21,236.68
2026-04-16 09:34:40.496099216,华东大区,汽车零部件,轻量化轮毂,渠道分销,80,92891.02,10017.8
2026-04-16 11:59:34.074814960,华东大区,智能硬件,智能手环V2,线下直销,37,11308.31,1236.9
2026-04-16 14:24:27.653530704,华东大区,汽车零部件,液压底盘件,线下直销,63,72805.06,8137.11
2026-04-16 16:49:21.232246448,华东大区,医疗耗材,高分子医用导管,线下直销,12,1806.52,208.4
2026-04-16 19:14:14.810962192,华北大区,医疗耗材,诊断试剂盒,线上电商,74,10369.07,1394.56
2026-04-16 21:39:08.389677936,华东大区,汽车零部件,液压底盘件,线下直销,66,86406.18,7697.03
2026-04-17 00:04:01.968393680,华北大区,汽车零部件,精密齿轮,线下直销,54,66250.39,7573.8
2026-04-17 02:28:55.547109424,华北大区,汽车零部件,轻量化轮毂,线下直销,56,69781.2,7869.57
2026-04-17 04:53:49.125825168,华南大区,智能硬件,车载智能模块,线下直销,89,25970.65,2354.72
2026-04-17 07:18:42.704540904,华东大区,智能硬件,激光传感器,线下直销,57,16538.97,2204.36
2026-04-17 09:43:36.283256648,华东大区,智能硬件,智能手环V2,线上电商,92,25145.42,3012.7
2026-04-17 12:08:29.861972392,华北大区,智能硬件,车载智能模块,线上电商,62,20164.39,1757.9
2026-04-17 14:33:23.440688136,华北大区,汽车零部件,液压底盘件,渠道分销,24,28448.19,3635.26
2026-04-17 16:58:17.019403880,华南大区,医疗耗材,诊断试剂盒,渠道分销,87,12255.35,1011.17
2026-04-17 19:23:10.598119624,华东大区,汽车零部件,轻量化轮毂,渠道分销,55,72129.61,9054.3
2026-04-17 21:48:04.176835368,华东大区,智能硬件,智能手环V2,线下直销,23,6569.09,830.85
2026-04-18 00:12:57.755551112,西部大区,智能硬件,车载智能模块,渠道分销,60,18784.33,1647.69
2026-04-18 02:37:51.334266856,华东大区,医疗耗材,高分子医用导管,线下直销,54,8631.96,831.18
2026-04-18 05:02:44.912982592,华东大区,汽车零部件,液压底盘件,线下直销,48,52528.28,5507.45
2026-04-18 07:27:38.491698336,华东大区,汽车零部件,精密齿轮,线下直销,88,110253.94,14271.89
2026-04-18 09:52:32.070414080,华东大区,智能硬件,智能手环V2,线上电商,36,10958.12,1186.04
2026-04-18 12:17:25.649129824,华东大区,医疗耗材,诊断试剂盒,渠道分销,80,11308.91,1554.26
2026-04-18 14:42:19.227845568,华南大区,智能硬件,车载智能模块,线上电商,84,23006.29,2946.49
2026-04-18 17:07:12.806561312,华东大区,汽车零部件,精密齿轮,渠道分销,81,106315.68,11462.47
2026-04-18 19:32:06.385277056,华东大区,汽车零部件,液压底盘件,线上电商,61,69824.0,6893.05
2026-04-18 21:56:59.963992800,华东大区,汽车零部件,液压底盘件,线下直销,60,69020.26,6141.9
2026-04-19 00:21:53.542708544,华东大区,汽车零部件,液压底盘件,线上电商,43,51873.56,7090.79
2026-04-19 02:46:47.121424280,华东大区,智能硬件,车载智能模块,渠道分销,81,25996.42,2490.86
2026-04-19 05:11:40.700140024,华北大区,智能硬件,激光传感器,线下直销,88,24894.55,2260.07
2026-04-19 07:36:34.278855768,华东大区,智能硬件,智能手环V2,线下直销,71,21112.0,2844.24
2026-04-19 10:01:27.857571512,西部大区,汽车零部件,液压底盘件,线下直销,80,98642.07,10398.24
2026-04-19 12:26:21.436287256,华南大区,汽车零部件,精密齿轮,线上电商,96,120470.89,13591.36
2026-04-19 14:51:15.015003000,华东大区,智能硬件,激光传感器,线上电商,22,6078.37,806.2
2026-04-19 17:16:08.593718744,华南大区,汽车零部件,液压底盘件,线下直销,95,123138.91,11353.38
2026-04-19 19:41:02.172434488,西部大区,汽车零部件,轻量化轮毂,线下直销,64,70340.3,6966.17
2026-04-19 22:05:55.751150232,华东大区,智能硬件,智能手环V2,渠道分销,53,16651.39,1537.87
2026-04-20 00:30:49.329865976,华北大区,医疗耗材,高分子医用导管,线下直销,28,4520.89,552.74
2026-04-20 02:55:42.908581712,华东大区,汽车零部件,精密齿轮,渠道分销,56,60508.53,5970.49
2026-04-20 05:20:36.487297456,华南大区,智能硬件,激光传感器,渠道分销,45,14584.81,1318.61
2026-04-20 07:45:30.066013200,华东大区,医疗耗材,诊断试剂盒,线上电商,38,5349.36,438.05
2026-04-20 10:10:23.644728944,华北大区,医疗耗材,诊断试剂盒,线下直销,41,6625.68,617.4
2026-04-20 12:35:17.223444688,华东大区,智能硬件,智能手环V2,渠道分销,84,25709.1,3231.26
2026-04-20 15:00:10.802160432,华东大区,汽车零部件,精密齿轮,线上电商,33,38593.66,5484.34
2026-04-20 17:25:04.380876176,华东大区,汽车零部件,轻量化轮毂,渠道分销,40,44522.76,5033.49
2026-04-20 19:49:57.959591920,华北大区,汽车零部件,精密齿轮,渠道分销,89,109347.33,12284.85
2026-04-20 22:14:51.538307664,西部大区,汽车零部件,精密齿轮,线下直销,37,46687.58,6922.35
2026-04-21 00:39:45.117023400,华东大区,汽车零部件,精密齿轮,渠道分销,10,12595.66,1038.3
2026-04-21 03:04:38.695739144,华东大区,智能硬件,车载智能模块,线下直销,89,29070.46,2973.65
2026-04-21 05:29:32.274454888,华东大区,汽车零部件,轻量化轮毂,线上电商,65,80631.89,7861.16
2026-04-21 07:54:25.853170632,华东大区,汽车零部件,轻量化轮毂,渠道分销,35,45403.5,5032.79
2026-04-21 10:19:19.431886376,华东大区,医疗耗材,高分子医用导管,渠道分销,87,12857.9,1297.69
2026-04-21 12:44:13.010602120,华北大区,汽车零部件,精密齿轮,线下直销,54,61418.02,5582.07
2026-04-21 15:09:06.589317864,华东大区,汽车零部件,精密齿轮,线下直销,34,36960.71,3505.86
2026-04-21 17:34:00.168033608,华东大区,智能硬件,激光传感器,线上电商,20,6109.07,600.77
2026-04-21 19:58:53.746749352,华南大区,智能硬件,智能手环V2,线下直销,11,3209.48,463.33
2026-04-21 22:23:47.325465096,华北大区,智能硬件,智能手环V2,渠道分销,72,19964.85,1679.55
2026-04-22 00:48:40.904180832,西部大区,智能硬件,智能手环V2,线下直销,37,11345.25,998.18
2026-04-22 03:13:34.482896576,华北大区,汽车零部件,液压底盘件,线上电商,72,90855.76,9572.12
2026-04-22 05:38:28.061612320,西部大区,汽车零部件,轻量化轮毂,线下直销,76,87592.42,7556.5
2026-04-22 08:03:21.640328064,华北大区,智能硬件,车载智能模块,线下直销,58,17634.65,2134.49
2026-04-22 10:28:15.219043808,华东大区,汽车零部件,轻量化轮毂,线上电商,17,19326.73,2506.36
2026-04-22 12:53:08.797759552,华东大区,汽车零部件,液压底盘件,线下直销,49,57435.35,8358.01
2026-04-22 15:18:02.376475296,华北大区,医疗耗材,高分子医用导管,线下直销,83,13074.91,1361.32
2026-04-22 17:42:55.955191040,华东大区,汽车零部件,液压底盘件,线上电商,39,48067.09,4098.77
2026-04-22 20:07:49.533906784,华东大区,汽车零部件,轻量化轮毂,线上电商,18,19991.67,1709.86
2026-04-22 22:32:43.112622520,华南大区,汽车零部件,轻量化轮毂,线上电商,48,55064.36,6838.3
2026-04-23 00:57:36.691338264,西部大区,汽车零部件,精密齿轮,渠道分销,34,41971.71,4787.8
2026-04-23 03:22:30.270054008,华南大区,智能硬件,激光传感器,渠道分销,46,15058.87,2106.03
2026-04-23 05:47:23.848769752,华东大区,医疗耗材,高分子医用导管,线下直销,18,2549.86,285.08
2026-04-23 08:12:17.427485496,华东大区,汽车零部件,精密齿轮,线下直销,91,119303.47,13200.83
2026-04-23 10:37:11.006201240,华东大区,智能硬件,车载智能模块,渠道分销,60,17818.55,2008.98
2026-04-23 13:02:04.584916984,华南大区,汽车零部件,轻量化轮毂,线下直销,30,35590.74,3400.95
2026-04-23 15:26:58.163632728,华北大区,医疗耗材,高分子医用导管,线上电商,33,4593.14,389.36
2026-04-23 17:51:51.742348472,华东大区,医疗耗材,高分子医用导管,线下直销,81,13069.67,1265.82
2026-04-23 20:16:45.321064208,华东大区,医疗耗材,高分子医用导管,渠道分销,44,6051.73,743.89
2026-04-23 22:41:38.899779952,西部大区,汽车零部件,液压底盘件,线下直销,62,72767.76,6156.47
2026-04-24 01:06:32.478495696,华南大区,汽车零部件,液压底盘件,线下直销,97,110450.51,15700.75
2026-04-24 03:31:26.057211440,华东大区,汽车零部件,精密齿轮,渠道分销,50,59602.94,8386.46
2026-04-24 05:56:19.635927184,西部大区,医疗耗材,高分子医用导管,线下直销,71,10761.18,1173.27
2026-04-24 08:21:13.214642928,华东大区,汽车零部件,轻量化轮毂,线上电商,46,53815.06,7460.96
2026-04-24 10:46:06.793358672,华南大区,汽车零部件,液压底盘件,渠道分销,85,91864.11,9901.28
2026-04-24 13:11:00.372074416,华南大区,医疗耗材,诊断试剂盒,渠道分销,80,11078.22,1000.52
2026-04-24 15:35:53.950790160,华东大区,汽车零部件,轻量化轮毂,渠道分销,36,39612.53,5719.87
2026-04-24 18:00:47.529505904,华东大区,汽车零部件,精密齿轮,渠道分销,42,46536.17,5459.0
2026-04-24 20:25:41.108221640,华东大区,汽车零部件,轻量化轮毂,渠道分销,53,69079.41,6764.46
2026-04-24 22:50:34.686937384,华南大区,智能硬件,车载智能模块,渠道分销,38,11156.69,1225.89
2026-04-25 01:15:28.265653128,华东大区,汽车零部件,液压底盘件,线下直销,45,58658.05,7286.13
2026-04-25 03:40:21.844368872,华南大区,智能硬件,激光传感器,线下直销,34,9347.51,922.78
2026-04-25 06:05:15.423084616,华北大区,智能硬件,智能手环V2,线下直销,65,21250.71,2996.45
2026-04-25 08:30:09.001800360,华东大区,汽车零部件,精密齿轮,线上电商,72,85796.84,11477.7
2026-04-25 10:55:02.580516104,华南大区,智能硬件,智能手环V2,线上电商,93,26029.98,3828.96
2026-04-25 13:19:56.159231848,华东大区,汽车零部件,轻量化轮毂,线下直销,45,55848.52,7878.83
2026-04-25 15:44:49.737947592,西部大区,汽车零部件,轻量化轮毂,渠道分销,33,42880.59,6208.02
2026-04-25 18:09:43.316663328,华东大区,智能硬件,车载智能模块,线上电商,84,26312.25,3254.35
2026-04-25 20:34:36.895379072,华南大区,医疗耗材,高分子医用导管,线下直销,20,3161.01,450.8
2026-04-25 22:59:30.474094816,华北大区,汽车零部件,精密齿轮,线上电商,85,94099.92,13218.78
2026-04-26 01:24:24.052810560,华北大区,智能硬件,智能手环V2,渠道分销,48,13526.34,1811.45
2026-04-26 03:49:17.631526304,华东大区,汽车零部件,轻量化轮毂,线上电商,13,17031.84,2362.98
2026-04-26 06:14:11.210242048,华南大区,汽车零部件,精密齿轮,线上电商,70,81594.55,11490.69
2026-04-26 08:39:04.788957792,华南大区,汽车零部件,液压底盘件,线上电商,13,17086.66,2246.2
2026-04-26 11:03:58.367673536,华东大区,智能硬件,智能手环V2,线上电商,84,22942.03,2897.15
2026-04-26 13:28:51.946389280,华南大区,智能硬件,激光传感器,线上电商,73,20097.44,2678.99
2026-04-26 15:53:45.525105024,华北大区,汽车零部件,液压底盘件,渠道分销,51,65979.29,6449.5
2026-04-26 18:18:39.103820760,西部大区,汽车零部件,轻量化轮毂,线上电商,47,57421.86,8085.96
2026-04-26 20:43:32.682536504,华东大区,智能硬件,车载智能模块,渠道分销,11,3031.23,439.67
2026-04-26 23:08:26.261252248,华东大区,医疗耗材,高分子医用导管,线上电商,82,11561.87,1554.82
2026-04-27 01:33:19.839967992,华南大区,医疗耗材,高分子医用导管,线上电商,94,14166.72,1757.6
2026-04-27 03:58:13.418683736,华东大区,汽车零部件,轻量化轮毂,线上电商,10,12515.19,1112.88
2026-04-27 06:23:06.997399480,华东大区,汽车零部件,精密齿轮,线上电商,78,89722.97,9703.99
2026-04-27 08:48:00.576115224,西部大区,汽车零部件,液压底盘件,线下直销,67,78441.54,9537.11
2026-04-27 11:12:54.154830968,华南大区,智能硬件,车载智能模块,线上电商,36,10037.22,886.26
2026-04-27 13:37:47.733546712,华北大区,智能硬件,激光传感器,渠道分销,35,10239.87,988.37
2026-04-27 16:02:41.312262448,华东大区,汽车零部件,液压底盘件,渠道分销,85,109725.56,9509.02
2026-04-27 18:27:34.890978192,华东大区,医疗耗材,诊断试剂盒,渠道分销,11,1560.96,159.47
2026-04-27 20:52:28.469693936,华北大区,汽车零部件,精密齿轮,渠道分销,27,33023.16,4343.23
2026-04-27 23:17:22.048409680,华东大区,汽车零部件,液压底盘件,线上电商,36,41372.45,4345.48
2026-04-28 01:42:15.627125424,华北大区,汽车零部件,液压底盘件,渠道分销,18,21546.22,3131.54
2026-04-28 04:07:09.205841168,华东大区,智能硬件,激光传感器,线上电商,24,7302.23,1018.78
2026-04-28 06:32:02.784556912,华南大区,智能硬件,车载智能模块,线下直销,58,15726.83,2081.37
2026-04-28 08:56:56.363272656,华东大区,医疗耗材,高分子医用导管,线上电商,59,8478.09,908.6
2026-04-28 11:21:49.941988400,华东大区,智能硬件,车载智能模块,线上电商,71,21308.55,2405.23
2026-04-28 13:46:43.520704136,华东大区,汽车零部件,轻量化轮毂,渠道分销,82,101706.77,14269.25
2026-04-28 16:11:37.099419880,华东大区,智能硬件,车载智能模块,线上电商,75,21609.79,2842.33
2026-04-28 18:36:30.678135624,华东大区,汽车零部件,轻量化轮毂,渠道分销,45,52041.42,7137.68
2026-04-28 21:01:24.256851368,华东大区,汽车零部件,液压底盘件,线上电商,76,82399.16,7302.12
2026-04-28 23:26:17.835567112,华东大区,智能硬件,智能手环V2,渠道分销,57,17490.02,1951.94
2026-04-29 01:51:11.414282856,华东大区,医疗耗材,诊断试剂盒,线上电商,10,1449.69,155.65
2026-04-29 04:16:04.992998600,华南大区,智能硬件,激光传感器,线上电商,46,14571.76,1662.26
2026-04-29 06:40:58.571714344,华南大区,汽车零部件,液压底盘件,线上电商,41,50600.6,5743.92
2026-04-29 09:05:52.150430088,华北大区,智能硬件,车载智能模块,渠道分销,89,27845.39,2575.4
2026-04-29 11:30:45.729145832,华北大区,智能硬件,激光传感器,渠道分销,45,12655.95,1019.92
2026-04-29 13:55:39.307861568,华东大区,智能硬件,激光传感器,线上电商,68,18857.83,1777.01
2026-04-29 16:20:32.886577312,华北大区,医疗耗材,诊断试剂盒,线上电商,35,5631.33,778.3
2026-04-29 18:45:26.465293056,华南大区,智能硬件,车载智能模块,线下直销,17,5226.71,599.92
2026-04-29 21:10:20.044008800,西部大区,汽车零部件,轻量化轮毂,线下直销,31,34482.84,4297.06
2026-04-29 23:35:13.622724544,华东大区,智能硬件,激光传感器,线下直销,59,16979.15,2332.4
2026-04-30 02:00:07.201440288,华北大区,智能硬件,智能手环V2,渠道分销,31,9337.73,867.56
2026-04-30 04:25:00.780156032,华南大区,医疗耗材,高分子医用导管,线上电商,11,1598.52,185.7
2026-04-30 06:49:54.358871776,华东大区,智能硬件,车载智能模块,渠道分销,94,31011.72,3698.96
2026-04-30 09:14:47.937587520,华南大区,汽车零部件,精密齿轮,渠道分销,17,21211.2,2216.81
2026-04-30 11:39:41.516303256,华南大区,智能硬件,车载智能模块,渠道分销,30,9278.09,956.26
2026-04-30 14:04:35.095019000,西部大区,智能硬件,智能手环V2,线下直销,16,5233.16,511.35
2026-04-30 16:29:28.673734744,华东大区,智能硬件,智能手环V2,线下直销,84,25549.62,3346.96
2026-04-30 18:54:22.252450488,西部大区,医疗耗材,高分子医用导管,线下直销,42,6732.54,890.65
2026-04-30 21:19:15.831166232,华东大区,医疗耗材,诊断试剂盒,线下直销,22,3573.83,311.6
2026-04-30 23:44:09.409881976,华东大区,智能硬件,激光传感器,渠道分销,74,22915.08,2817.78
